document_id,file_name,label
339,clean_text3/CJJD_DEF 14A_20190311_0001213900-19-001163.txt,CJJD
340,clean_text3/CLB_DEF 14A_20190523_0001000229-19-000039.txt,CLB
341,clean_text3/CLCT_DEF 14A_20181204_0001437749-18-018821.txt,CLCT
342,clean_text3/CLDB_DEF 14A_20190502_0001193125-19-071843.txt,CLDB
343,clean_text3/CLDT_DEF 14A_20190515_0001476045-19-000048.txt,CLDT
344,clean_text3/CLFD_DEF 14A_20190221_0001171843-19-000182.txt,CLFD
345,clean_text3/CLF_DEF 14A_20190424_0000764065-19-000056.txt,CLF
346,clean_text3/CLGX_DEF 14A_20190430_0001193125-19-079662.txt,CLGX
347,clean_text3/CLNC_DEF 14A_20190502_0001193125-19-087328.txt,CLNC
348,clean_text3/CLNY_DEF 14A_20190507_0001679688-19-000018.txt,CLNY
349,clean_text3/CLSN_DEF 14A_20190329_0001493152-19-004271.txt,CLSN
350,clean_text3/CLX_DEF 14A_20181114_0001206774-18-002874.txt,CLX
351,clean_text3/CL_DEF 14A_20190510_0001206774-19-001074.txt,CL
352,clean_text3/CMAWS_DEF 14A_20190423_0001047469-19-001112.txt,CMAWS
353,clean_text3/CMA_DEF 14A_20190423_0001047469-19-001112.txt,CMA
354,clean_text3/CMC_DEF 14A_20190109_0001193125-18-333950.txt,CMC
355,clean_text3/CMD_DEF 14A_20181219_0001140361-18-043152.txt,CMD
356,clean_text3/CME_DEF 14A_20190508_0001193125-19-080759.txt,CME
357,clean_text3/CMGB_DEF 14A_20190521_0001193125-19-092659.txt,CMGB
358,clean_text3/CMG_DEF 14A_20190521_0001193125-19-092659.txt,CMG
359,clean_text3/CMLSQ_DEF 14A_20190430_0001193125-19-092919.txt,CMLSQ
360,clean_text3/CMLS_DEF 14A_20190430_0001193125-19-092919.txt,CMLS
361,clean_text3/CMPR_DEF 14A_20181113_0001262976-18-000081.txt,CMPR
362,clean_text3/CMP_DEF 14A_20190509_0001193125-19-085845.txt,CMP
363,clean_text3/CMS_DEF 14A_20190503_0001140361-19-005318.txt,CMS
364,clean_text3/CMTL_DEF 14A_20181204_0000023197-18-000089.txt,CMTL
365,clean_text3/CNA_DEF 14A_20190424_0001047469-19-001295.txt,CNA
366,clean_text3/CNC_DEF 14A_20190128_0001071739-18-000158.txt,CNC
367,clean_text3/CNC_DEF 14A_20190423_0001071739-19-000041.txt,CNC
368,clean_text3/CNO_DEF 14A_20190510_0001047469-19-001675.txt,CNO
369,clean_text3/CNP_DEF 14A_20190425_0001193125-19-073957.txt,CNP
370,clean_text3/CNSL_DEF 14A_20190429_0001171843-19-001858.txt,CNSL
371,clean_text3/CNS_DEF 14A_20181231_0001284812-19-000106.txt,CNS
372,clean_text3/CODX_DEF 14A_20181212_0001493152-18-017374.txt,CODX
373,clean_text3/COFWS_DEF 14A_20190502_0001193125-19-080807.txt,COFWS
374,clean_text3/COF_DEF 14A_20190502_0001193125-19-080807.txt,COF
375,clean_text3/COG_DEF 14A_20190501_0001308179-19-000036.txt,COG
376,clean_text3/COHR_DEF 14A_20190228_0001047469-19-000120.txt,COHR
377,clean_text3/COHU_DEF 14A_20190508_0001437749-19-005899.txt,COHU
378,clean_text3/COKE_DEF 14A_20190514_0001193125-19-085345.txt,COKE
379,clean_text3/COLL_DEF 14A_20190425_0001558370-19-002140.txt,COLL
380,clean_text3/CONE_DEF 14A_20190429_0001193125-19-076769.txt,CONE
381,clean_text3/COO_DEF 14A_20190318_0001193125-19-025849.txt,COO
382,clean_text3/COR_DEF 14A_20190516_0001047469-19-001737.txt,COR
383,clean_text3/COST_DEF 14A_20180902_0000909832-18-000018.txt,COST
384,clean_text3/CPE_DEF 14A_20190509_0000928022-19-000055.txt,CPE
385,clean_text3/CPF_DEF 14A_20190426_0001140361-19-004582.txt,CPF
386,clean_text3/CPHI_DEF 14A_20181205_0001213900-18-014459.txt,CPHI
387,clean_text3/CPIX_DEF 14A_20190423_0001628280-19-002966.txt,CPIX
388,clean_text3/CPI_DEF 14A_20190416_0001206774-19-000719.txt,CPI
389,clean_text3/CPM_DEF 14A_20190416_0001206774-19-000719.txt,CPM
390,clean_text3/CPP_DEF 14A_20190416_0001206774-19-000719.txt,CPP
391,clean_text3/CPRT_DEF 14A_20181116_0000900075-18-000058.txt,CPRT
392,clean_text3/CPSHE_DEF 14A_20190315_0000814676-19-000016.txt,CPSHE
393,clean_text3/CPSH_DEF 14A_20190315_0000814676-19-000016.txt,CPSH
394,clean_text3/CPSI_DEF 14A_20190429_0001193125-19-078300.txt,CPSI
395,clean_text3/CPTA_DEF 14A_20190502_0001144204-19-013265.txt,CPTA
396,clean_text3/CPTP_DEF 14A_20190430_0001193125-19-084778.txt,CPTP
397,clean_text3/CPT_DEF 14A_20190509_0000906345-19-000015.txt,CPT
398,clean_text3/CRC.W_DEF 14A_20190508_0001564590-19-009353.txt,CRC.W
399,clean_text3/CRC_DEF 14A_20190508_0001564590-19-009353.txt,CRC
400,clean_text3/CRMD_DEF 14A_20181211_0001654954-18-011870.txt,CRMD
401,clean_text3/CRY_DEF 14A_20190515_0001398344-19-005510.txt,CRY
402,clean_text3/CR_DEF 14A_20190429_0001206774-19-000853.txt,CR
403,clean_text3/CSBB_DEF 14A_20190424_0001193125-19-076211.txt,CSBB
404,clean_text3/CSCO_DEF 14A_20181212_0001193125-18-306418.txt,CSCO
405,clean_text3/CSFL_DEF 14A_20190425_0001193125-19-071899.txt,CSFL
406,clean_text3/CSII_DEF 14A_20180630_0001180145-18-000046.txt,CSII
407,clean_text3/CSL_DEF 14A_20190508_0001047469-19-001618.txt,CSL
408,clean_text3/CSOFE_DEF 14A_20181015_0001014897-18-000098.txt,CSOFE
409,clean_text3/CSOF_DEF 14A_20181015_0001014897-18-000098.txt,CSOF
410,clean_text3/CSPIE_DEF 14A_20190212_0000356037-19-000004.txt,CSPIE
411,clean_text3/CSPI_DEF 14A_20190212_0000356037-19-000004.txt,CSPI
412,clean_text3/CSTR_DEF 14A_20190425_0001564590-19-008636.txt,CSTR
413,clean_text3/CSX_DEF 14A_20190503_0001206774-19-000985.txt,CSX
414,clean_text3/CTAM_DEF 14A_20190501_0001140361-19-005223.txt,CTAM
415,clean_text3/CTBI_DEF 14A_20190228_0000350852-19-000042.txt,CTBI
416,clean_text3/CTB_DEF 14A_20190503_0001140361-19-005368.txt,CTB
417,clean_text3/CTHR_DEF 14A_20181108_0001140361-18-039690.txt,CTHR
418,clean_text3/CTO_DEF 14A_20190424_0001193125-19-071730.txt,CTO
419,clean_text3/CTRC_DEF 14A_20181231_0001558370-18-009666.txt,CTRC
420,clean_text3/CTRE_DEF 14A_20190501_0001193125-19-078339.txt,CTRE
421,clean_text3/CTRL_DEF 14A_20190430_0001398344-19-005275.txt,CTRL
422,clean_text3/CTWS_DEF 14A_20190509_0000276209-19-000009.txt,CTWS
423,clean_text3/CUB_DEF 14A_20190218_0001047469-19-000163.txt,CUB
424,clean_text3/CUI_DEF 14A_20181203_0001437749-18-018028.txt,CUI
425,clean_text3/CUK_DEF 14A_20190416_0001193125-19-066512.txt,CUK
426,clean_text3/CUZ_DEF 14A_20181231_0000025232-19-000014.txt,CUZ
427,clean_text3/CVA_DEF 14A_20181231_0000225648-19-000078.txt,CVA
428,clean_text3/CVGW_DEF 14A_20190424_0001558370-19-001307.txt,CVGW
429,clean_text3/CVM_DEF 14A_20190520_0001654954-19-003409.txt,CVM
430,clean_text3/CVNA_DEF 14A_20190423_0001193125-19-074789.txt,CVNA
431,clean_text3/CVR_DEF 14A_20190514_0001193125-19-083586.txt,CVR
432,clean_text3/CWENA_DEF 14A_20190501_0001047469-19-001404.txt,CWENA
433,clean_text3/CWEN_DEF 14A_20190501_0001047469-19-001404.txt,CWEN
434,clean_text3/CWSA_DEF 14A_20190416_0001206774-19-000719.txt,CWSA
435,clean_text3/CWSB_DEF 14A_20190416_0001206774-19-000719.txt,CWSB
436,clean_text3/CW_DEF 14A_20190509_0000930413-19-001024.txt,CW
437,clean_text3/CXDC_DEF 14A_20181212_0001079973-18-000676.txt,CXDC
438,clean_text3/CXP_DEF 14A_20190514_0001252849-19-000046.txt,CXP
439,clean_text3/CY_DEF 14A_20190503_0001047469-19-001321.txt,CY
440,clean_text3/CZFS_DEF 14A_20190416_0000739421-19-000012.txt,CZFS
441,clean_text3/CZNC_DEF 14A_20190418_0001144204-19-012856.txt,CZNC
442,clean_text3/C_DEF 14A_20190416_0001206774-19-000719.txt,C
443,clean_text3/DAN_DEF 14A_20190501_0001193125-19-073986.txt,DAN
444,clean_text3/DAR_DEF 14A_20190507_0001193125-19-087292.txt,DAR
445,clean_text3/DBD_DEF 14A_20190425_0001193125-19-075697.txt,DBD
446,clean_text3/DCAR_DEF 14A_20181115_0001654954-18-010919.txt,DCAR
447,clean_text3/DCI_DEF 14A_20181130_0000029644-18-000026.txt,DCI
448,clean_text3/DCO_DEF 14A_20190501_0001193125-19-080323.txt,DCO
449,clean_text3/DCUA_DEF 14A_20190507_0001193125-19-085276.txt,DCUA
450,clean_text3/DCUB_DEF 14A_20190507_0001193125-19-085276.txt,DCUB
451,clean_text3/DCUC_DEF 14A_20190507_0001193125-19-085276.txt,DCUC
452,clean_text3/DDD_DEF 14A_20190521_0001193125-19-091603.txt,DDD
453,clean_text3/DENN_DEF 14A_20190508_0000852772-19-000036.txt,DENN
454,clean_text3/DE_DEF 14A_20190227_0001206774-19-000056.txt,DE
455,clean_text3/DFODQ_DEF 14A_20190508_0001047469-19-001598.txt,DFODQ
456,clean_text3/DFS_DEF 14A_20190516_0001393612-19-000021.txt,DFS
457,clean_text3/DGICA_DEF 14A_20190418_0001193125-19-078249.txt,DGICA
458,clean_text3/DGICB_DEF 14A_20190418_0001193125-19-078249.txt,DGICB
459,clean_text3/DGII_DEF 14A_20190204_0001047469-18-007674.txt,DGII
460,clean_text3/DHIL_DEF 14A_20190501_0000909108-19-000031.txt,DHIL
461,clean_text3/DHI_DEF 14A_20190123_0001193125-18-350016.txt,DHI
462,clean_text3/DHR_DEF 14A_20190507_0001193125-19-087316.txt,DHR
463,clean_text3/DHX_DEF 14A_20190508_0001393883-19-000014.txt,DHX
464,clean_text3/DISCA_DEF 14A_20190508_0001193125-19-083609.txt,DISCA
465,clean_text3/DISCB_DEF 14A_20190508_0001193125-19-083609.txt,DISCB
466,clean_text3/DISCK_DEF 14A_20190508_0001193125-19-083609.txt,DISCK
467,clean_text3/DISHR_DEF 14A_20190429_0001104659-19-016039.txt,DISHR
468,clean_text3/DISH_DEF 14A_20190429_0001104659-19-016039.txt,DISH
469,clean_text3/DIT_DEF 14A_20181116_0001014108-18-000226.txt,DIT
470,clean_text3/DJCO_DEF 14A_20190214_0001437749-18-022707.txt,DJCO
471,clean_text3/DK_DEF 14A_20190430_0001694426-19-000045.txt,DK
472,clean_text3/DLA_DEF 14A_20181001_0001101396-18-000061.txt,DLA
473,clean_text3/DLB_DEF 14A_20190205_0001193125-18-352737.txt,DLB
474,clean_text3/DLHC_DEF 14A_20190321_0001628280-19-000588.txt,DLHC
475,clean_text3/DLPH_DEF 14A_20190425_0001193125-19-076640.txt,DLPH
476,clean_text3/DLX_DEF 14A_20190502_0000027996-19-000041.txt,DLX
477,clean_text3/DMLP_DEF 14A_20190515_0001437749-19-003624.txt,DMLP
478,clean_text3/DMRC_DEF 14A_20190430_0001193125-19-081835.txt,DMRC
479,clean_text3/DMTK_DEF 14A_20190331_0001144204-19-010217.txt,DMTK
480,clean_text3/DNBF_DEF 14A_20190424_0001047469-19-001186.txt,DNBF
481,clean_text3/DNP_DEF 14A_20190311_0001193125-19-014035.txt,DNP
482,clean_text3/DOC_DEF 14A_20190318_0001574540-19-000061.txt,DOC
483,clean_text3/DOOR_DEF 14A_20181230_0000893691-19-000021.txt,DOOR
484,clean_text3/DOVA_DEF 14A_20190426_0001047469-19-001284.txt,DOVA
485,clean_text3/DOV_DEF 14A_20190502_0001193125-19-081473.txt,DOV
486,clean_text3/DPW_DEF 14A_20181228_0001214659-18-007223.txt,DPW
487,clean_text3/DPW_DEF 14A_20190228_0001214659-19-000636.txt,DPW
488,clean_text3/DPZ_DEF 14A_20190423_0001193125-19-074028.txt,DPZ
489,clean_text3/DRAD_DEF 14A_20190501_0000707388-19-000015.txt,DRAD
490,clean_text3/DREAP_DEF 14A_20181231_0000783280-19-000019.txt,DREAP
491,clean_text3/DREPN_DEF 14A_20181231_0000783280-19-000019.txt,DREPN
492,clean_text3/DRE_DEF 14A_20181231_0000783280-19-000019.txt,DRE
493,clean_text3/DRH_DEF 14A_20190507_0001298946-19-000058.txt,DRH
494,clean_text3/DRQ_DEF 14A_20190514_0001193125-19-092673.txt,DRQ
495,clean_text3/DTE_DEF 14A_20190314_0000936340-19-000101.txt,DTE
496,clean_text3/DTQ_DEF 14A_20190314_0000936340-19-000101.txt,DTQ
497,clean_text3/DTZ_DEF 14A_20190314_0000936340-19-000101.txt,DTZ
498,clean_text3/DUKH_DEF 14A_20190502_0001047469-19-001503.txt,DUKH
499,clean_text3/DUK_DEF 14A_20190502_0001047469-19-001503.txt,DUK
500,clean_text3/DVD_DEF 14A_20190424_0001193125-19-092720.txt,DVD
501,clean_text3/DWSN_DEF 14A_20190430_0001558370-19-002217.txt,DWSN
502,clean_text3/DXPA_DEF 14A_20190514_0000826675-19-000019.txt,DXPA
503,clean_text3/DXPPP_DEF 14A_20190514_0000826675-19-000019.txt,DXPPP
504,clean_text3/DXYN_DEF 14A_20180313_0000029332-19-000019.txt,DXYN
505,clean_text3/DX_DEF 14A_20190514_0000826675-19-000019.txt,DX
506,clean_text3/DYNT_DEF 14A_20181203_0001654954-18-010952.txt,DYNT
507,clean_text3/DYSL_DEF 14A_20190228_0001144204-19-001302.txt,DYSL
508,clean_text3/D_DEF 14A_20190507_0001193125-19-085276.txt,D
509,clean_text3/EAF_DEF 14A_20190429_0001193125-19-085857.txt,EAF
510,clean_text3/EARN_DEF 14A_20181231_0001560672-19-000012.txt,EARN
511,clean_text3/EAT_DEF 14A_20181115_0001193125-18-294748.txt,EAT
512,clean_text3/EBIX_DEF 14A_20181116_0001174947-18-001223.txt,EBIX
513,clean_text3/EBMT_DEF 14A_20190418_0001437749-19-004655.txt,EBMT
514,clean_text3/ECA_DEF 14A_20190430_0001193125-19-074509.txt,ECA
515,clean_text3/ECL_DEF 14A_20190502_0001558370-19-002166.txt,ECL
516,clean_text3/ECOM_DEF 14A_20190501_0001169652-19-000047.txt,ECOM
517,clean_text3/EFC_DEF 14A_20181231_0001411342-19-000049.txt,EFC
518,clean_text3/EFL_DEF 14A_20190418_0000940394-19-000361.txt,EFL
519,clean_text3/EFX_DEF 14A_20190502_0001308179-19-000056.txt,EFX
520,clean_text3/EGAN_DEF 14A_20181127_0001558370-18-007759.txt,EGAN
521,clean_text3/EGOV_DEF 14A_20181231_0001065332-19-000008.txt,EGOV
522,clean_text3/EHC_DEF 14A_20190503_0000785161-19-000018.txt,EHC
523,clean_text3/EIX_DEF 14A_20190425_0001206774-19-000873.txt,EIX
524,clean_text3/ELGX_DEF 14A_20181221_0001193125-18-325614.txt,ELGX
525,clean_text3/ELGX_DEF 14A_20190222_0001193125-19-014091.txt,ELGX
526,clean_text3/ELSE_DEF 14A_20190424_0000897101-19-000251.txt,ELSE
527,clean_text3/ELS_DEF 14A_20190220_0000895417-19-000018.txt,ELS
528,clean_text3/ELY_DEF 14A_20190507_0001193125-19-084746.txt,ELY
529,clean_text3/EMCF_DEF 14A_20190424_0001437749-19-005480.txt,EMCF
530,clean_text3/EMKR_DEF 14A_20190322_0001193125-19-015964.txt,EMKR
531,clean_text3/EML_DEF 14A_20190314_0000031107-19-000009.txt,EML
532,clean_text3/EMMA_DEF 14A_20181126_0001615774-18-011992.txt,EMMA
533,clean_text3/EMN_DEF 14A_20190502_0001193125-19-082654.txt,EMN
534,clean_text3/EMR_DEF 14A_20190205_0001193125-18-349891.txt,EMR
535,clean_text3/ENB_DEF 14A_20190508_0001193125-19-088225.txt,ENB
536,clean_text3/ENR_DEF 14A_20190128_0001193125-18-348532.txt,ENR
537,clean_text3/ENTA_DEF 14A_20190228_0001193125-19-012894.txt,ENTA
538,clean_text3/ENTG_DEF 14A_20190430_0001193125-19-080136.txt,ENTG
539,clean_text3/ENVA_DEF 14A_20190507_0001564590-19-009832.txt,ENVA
540,clean_text3/ENZ_DEF 14A_20190103_0000930413-18-003409.txt,ENZ
541,clean_text3/EOG_DEF 14A_20190429_0001193125-19-080799.txt,EOG
542,clean_text3/EPAC_DEF 14A_20180831_0000006955-18-000045.txt,EPAC
543,clean_text3/EPAY_DEF 14A_20181115_0001193125-18-298898.txt,EPAY
544,clean_text3/EPCW_DEF 14A_20190201_0001193125-18-353773.txt,EPCW
545,clean_text3/EPC_DEF 14A_20190201_0001193125-18-353773.txt,EPC
546,clean_text3/EPM_DEF 14A_20180630_0001006655-18-000051.txt,EPM
547,clean_text3/EPRT_DEF 14A_20190426_0001193125-19-083432.txt,EPRT
548,clean_text3/ESA_DEF 14A_20190220_0001144204-19-001405.txt,ESA
549,clean_text3/ESCA_DEF 14A_20190515_0001144204-19-015844.txt,ESCA
550,clean_text3/ESE_DEF 14A_20190205_0001144204-18-064166.txt,ESE
551,clean_text3/ESIO_DEF 14A_20181030_0000726514-18-000048.txt,ESIO
552,clean_text3/ESIO_DEF 14A_20181105_0000726514-18-000055.txt,ESIO
553,clean_text3/ESL_DEF 14A_20190207_0001564590-18-031449.txt,ESL
554,clean_text3/ESNC_DEF 14A_20181113_0001144204-18-053261.txt,ESNC
555,clean_text3/ESNT_DEF 14A_20190501_0001628280-19-003672.txt,ESNT
556,clean_text3/ESP_DEF 14A_20181207_0001174947-18-001262.txt,ESP
557,clean_text3/ESSA_DEF 14A_20190228_0001193125-19-017054.txt,ESSA
558,clean_text3/ESS_DEF 14A_20190514_0001140361-19-005574.txt,ESS
559,clean_text3/ESTC_DEF 14A_20190425_0001140361-19-005773.txt,ESTC
560,clean_text3/ES_DEF 14A_20190501_0001047469-19-001537.txt,ES
561,clean_text3/ETFCD_DEF 14A_20190509_0001193125-19-085953.txt,ETFCD
562,clean_text3/ETFC_DEF 14A_20190509_0001193125-19-085953.txt,ETFC
563,clean_text3/ETH_DEF 14A_20181114_0001047469-18-006541.txt,ETH
564,clean_text3/ETM_DEF 14A_20190521_0001193125-19-087884.txt,ETM
565,clean_text3/ETN_DEF 14A_20190424_0001308179-19-000028.txt,ETN
566,clean_text3/ETR_DEF 14A_20190503_0000065984-19-000122.txt,ETR
567,clean_text3/EVBN_DEF 14A_20190321_0000842518-19-000013.txt,EVBN
568,clean_text3/EVI_DEF 14A_20181211_0001174947-18-001397.txt,EVI
569,clean_text3/EVJ_DEF 14A_20190418_0000940394-19-000362.txt,EVJ
570,clean_text3/EVK_DEF 14A_20181217_0001213900-18-016318.txt,EVK
571,clean_text3/EVOK_DEF 14A_20190502_0001564590-19-008728.txt,EVOK
572,clean_text3/EVRG_DEF 14A_20190507_0001711269-19-000024.txt,EVRG
573,clean_text3/EVV_DEF 14A_20190117_0000940394-18-001787.txt,EVV
574,clean_text3/EVY_DEF 14A_20190418_0000940394-19-000362.txt,EVY
575,clean_text3/EW_DEF 14A_20190508_0001193125-19-088534.txt,EW
576,clean_text3/EXCU_DEF 14A_20190430_0001206774-19-000934.txt,EXCU
577,clean_text3/EXC_DEF 14A_20190430_0001206774-19-000934.txt,EXC
578,clean_text3/EXPD_DEF 14A_20190327_0000746515-19-000009.txt,EXPD
579,clean_text3/EXTN_DEF 14A_20190425_0001635881-19-000034.txt,EXTN
580,clean_text3/FAF_DEF 14A_20190507_0001564590-19-010012.txt,FAF
581,clean_text3/FARM_DEF 14A_20181206_0001193125-18-307905.txt,FARM
582,clean_text3/FAST_DEF 14A_20190423_0000815556-19-000019.txt,FAST
583,clean_text3/FATE_DEF 14A_20190503_0001193125-19-083478.txt,FATE
584,clean_text3/FAT_DEF 14A_20181114_0001493152-18-016169.txt,FAT
585,clean_text3/FBHS_DEF 14A_20190507_0001193125-19-080768.txt,FBHS
586,clean_text3/FBIZ_DEF 14A_20181231_0001521951-19-000022.txt,FBIZ
587,clean_text3/FBNC_DEF 14A_20190509_0001174947-19-000406.txt,FBNC
588,clean_text3/FCEL_DEF 14A_20190404_0001144204-19-008914.txt,FCEL
589,clean_text3/FCF_DEF 14A_20190423_0001193125-19-074065.txt,FCF
590,clean_text3/FCNCA_DEF 14A_20190430_0001193125-19-070802.txt,FCNCA
591,clean_text3/FC_DEF 14A_20180831_0000886206-18-000028.txt,FC
592,clean_text3/FDBC_DEF 14A_20190327_0001098151-19-000017.txt,FDBC
593,clean_text3/FDC_DEF 14A_20190509_0001193125-19-089205.txt,FDC
594,clean_text3/FDEF_DEF 14A_20190430_0001144204-19-013040.txt,FDEF
595,clean_text3/FDS_DEF 14A_20181218_0001437749-18-019031.txt,FDS
596,clean_text3/FDUS_DEF 14A_20190606_0001193125-19-086625.txt,FDUS
597,clean_text3/FELE_DEF 14A_20181231_0000038725-19-000093.txt,FELE
598,clean_text3/FFG_DEF 14A_20190515_0001012771-19-000011.txt,FFG
599,clean_text3/FFIN_DEF 14A_20190423_0001193125-19-060657.txt,FFIN
600,clean_text3/FFIV_DEF 14A_20190314_0001140361-19-001589.txt,FFIV
601,clean_text3/FG_DEF 14A_20190507_0001193125-19-092956.txt,FG
602,clean_text3/FHB_DEF 14A_20190424_0001047469-19-001563.txt,FHB
603,clean_text3/FHN_DEF 14A_20190423_0000930413-19-000915.txt,FHN
604,clean_text3/FIBK_DEF 14A_20190502_0000860413-19-000039.txt,FIBK
605,clean_text3/FICO_DEF 14A_20190228_0001193125-19-018827.txt,FICO
606,clean_text3/FITBI_DEF 14A_20190416_0001193125-19-064796.txt,FITBI
607,clean_text3/FITB_DEF 14A_20190416_0001193125-19-064796.txt,FITB
608,clean_text3/FI_DEF 14A_20190115_0001193125-18-346965.txt,FI
609,clean_text3/FI_DEF 14A_20190522_0001193125-19-087261.txt,FI
610,clean_text3/FKWL_DEF 14A_20181221_0001683168-18-003314.txt,FKWL
611,clean_text3/FKYS_DEF 14A_20190509_0001144204-19-016066.txt,FKYS
612,clean_text3/FLIC_DEF 14A_20190315_0000740663-19-000012.txt,FLIC
613,clean_text3/FLIR_DEF 14A_20190419_0001193125-19-069295.txt,FLIR
614,clean_text3/FLMN_DEF 14A_20181214_0001213900-18-015982.txt,FLMN
615,clean_text3/FLR_DEF 14A_20190502_0001047469-19-001056.txt,FLR
616,clean_text3/FLWS_DEF 14A_20181211_0001437749-18-018942.txt,FLWS
617,clean_text3/FLXS_DEF 14A_20181210_0000897101-18-001042.txt,FLXS
618,clean_text3/FMAO_DEF 14A_20190416_0001193125-19-072054.txt,FMAO
619,clean_text3/FMBH_DEF 14A_20190315_0000700565-19-000007.txt,FMBH
620,clean_text3/FMC_DEF 14A_20190430_0001308179-19-000045.txt,FMC
621,clean_text3/FMNB_DEF 14A_20190418_0001193125-19-077385.txt,FMNB
622,clean_text3/FNB_DEF 14A_20190515_0001193125-19-091796.txt,FNB
623,clean_text3/FND_DEF 14A_20190516_0001104659-19-017272.txt,FND
624,clean_text3/FNLC_DEF 14A_20190308_0000765207-19-000007.txt,FNLC
625,clean_text3/FNWB_DEF 14A_20190507_0001556727-19-000020.txt,FNWB
626,clean_text3/FN_DEF 14A_20181213_0001193125-18-302375.txt,FN
627,clean_text3/FOE_DEF 14A_20190502_0001193125-19-082290.txt,FOE
628,clean_text3/FOMX_DEF 14A_20190308_0001178913-19-000784.txt,FOMX
629,clean_text3/FORD_DEF 14A_20190205_0001003297-18-000184.txt,FORD
630,clean_text3/FOR_DEF 14A_20190124_0001193125-18-348831.txt,FOR
631,clean_text3/FOXF_DEF 14A_20190502_0001424929-19-000023.txt,FOXF
632,clean_text3/FPI_DEF 14A_20190503_0001047469-19-001488.txt,FPI
633,clean_text3/FRAF_DEF 14A_20190318_0000723646-19-000019.txt,FRAF
634,clean_text3/FRBK_DEF 14A_20190502_0000950159-19-000046.txt,FRBK
635,clean_text3/FREVS_DEF 14A_20190404_0001174947-19-000270.txt,FREVS
636,clean_text3/FRGI_DEF 14A_20190430_0001213900-19-004558.txt,FRGI
637,clean_text3/FRG_DEF 14A_20181213_0001528930-18-000047.txt,FRG
638,clean_text3/FRME_DEF 14A_20190509_0000712534-19-000065.txt,FRME
639,clean_text3/FRPHV_DEF 14A_20190506_0001387131-19-002305.txt,FRPHV
640,clean_text3/FRPH_DEF 14A_20190506_0001387131-19-002305.txt,FRPH
641,clean_text3/FRT_DEF 14A_20190501_0001193125-19-082863.txt,FRT
642,clean_text3/FSFG_DEF 14A_20190219_0001144204-19-001292.txt,FSFG
643,clean_text3/FSP_DEF 14A_20190509_0001558370-19-002546.txt,FSP
644,clean_text3/FSS_DEF 14A_20181231_0000277509-19-000015.txt,FSS
645,clean_text3/FTEK_DEF 14A_20190516_0001193125-19-086628.txt,FTEK
646,clean_text3/FTFT_DEF 14A_20181206_0001213900-18-013921.txt,FTFT
647,clean_text3/FTRPR_DEF 14A_20190507_0001140361-19-005683.txt,FTRPR
648,clean_text3/FTR_DEF 14A_20190507_0001140361-19-005683.txt,FTR
649,clean_text3/FT_DEF 14A_20190314_0001137439-19-000038.txt,FT
650,clean_text3/FUL_DEF 14A_20190404_0001437749-19-002935.txt,FUL
651,clean_text3/FUNC_DEF 14A_20190516_0001144204-19-015122.txt,FUNC
652,clean_text3/FUSB_DEF 14A_20190502_0001437749-19-005859.txt,FUSB
653,clean_text3/FWRD_DEF 14A_20190507_0001193125-19-086575.txt,FWRD
654,clean_text3/FWS_DEF 14A_20190509_0001047469-19-001743.txt,FWS
655,clean_text3/F_DEF 14A_20190509_0001047469-19-001743.txt,F
656,clean_text3/GAB_DEF 14A_20190513_0001133228-19-001858.txt,GAB
657,clean_text3/GADS_DEF 14A_20181129_0001615774-18-011325.txt,GADS
658,clean_text3/GAIA_DEF 14A_20190425_0001564590-19-007000.txt,GAIA
659,clean_text3/GAM_DEF 14A_20190424_0001387131-19-001386.txt,GAM
660,clean_text3/GARS_DEF 14A_20190501_0000950123-19-002746.txt,GARS
661,clean_text3/GATX_DEF 14A_20190429_0001193125-19-077723.txt,GATX
662,clean_text3/GBCI_DEF 14A_20190424_0000868671-19-000025.txt,GBCI
663,clean_text3/GBDC_DEF 14A_20181128_0001476765-18-000087.txt,GBDC
664,clean_text3/GBDC_DEF 14A_20181128_0001476765-18-000089.txt,GBDC
665,clean_text3/GBDC_DEF 14A_20190205_0001144204-18-065176.txt,GBDC
666,clean_text3/GBX_DEF 14A_20190109_0001193125-18-326048.txt,GBX
667,clean_text3/GCP_DEF 14A_20190502_0001193125-19-082189.txt,GCP
668,clean_text3/GDV-R_DEF 14A_20190513_0001133228-19-001856.txt,GDV-R
669,clean_text3/GDV_DEF 14A_20190513_0001133228-19-001856.txt,GDV
670,clean_text3/GD_DEF 14A_20190501_0001193125-19-082041.txt,GD
671,clean_text3/GEB_DEF 14A_20190508_0001206774-19-000903.txt,GEB
672,clean_text3/GECC_DEF 14A_20190508_0001193125-19-092816.txt,GECC
673,clean_text3/GEFB_DEF 14A_20190226_0000043920-19-000005.txt,GEFB
674,clean_text3/GEF_DEF 14A_20190226_0000043920-19-000005.txt,GEF
675,clean_text3/GENC_DEF 14A_20190307_0001193125-19-027642.txt,GENC
676,clean_text3/GEOS_DEF 14A_20190206_0001193125-19-001874.txt,GEOS
677,clean_text3/GEO_DEF 14A_20190507_0001193125-19-090420.txt,GEO
678,clean_text3/GE_DEF 14A_20190508_0001206774-19-000903.txt,GE
679,clean_text3/GFF_DEF 14A_20190131_0000930413-18-003588.txt,GFF
680,clean_text3/GFNCL_DEF 14A_20181206_0001193125-18-307578.txt,GFNCL
